"gene","Top","p.value","FDR","summary.logFC","logFC.Sham","nmf10"
"ELOC",5948,0.0798920907946347,0.101490356093521,-0.190509382143554,-0.190509382143554,2.61774000852759e-06
"DMGDH",5949,0.080140954349042,0.10178938494896,-0.821923708116619,-0.821923708116619,4.74204087090726e-05
"DRG1",5950,0.0804783851038946,0.102200786192442,-0.0874056741867932,-0.0874056741867932,3.58722186372232e-05
"ESD",5951,0.0811743071302452,0.10306722646213,-0.207537888376363,-0.207537888376363,2.64678480987155e-05
"ARL1",5952,0.0820506000737016,0.104161729447797,0.180426314294872,0.180426314294872,1.57094874864915e-05
"NEK11",5953,0.0820638929860686,0.104161729447797,-0.450684599129591,-0.450684599129591,8.24972537117125e-05
"SPEG",5954,0.0821189576486054,0.104214115551371,0.117811232651903,0.117811232651903,8.27410044084549e-05
"PFDN4",5955,0.0822883611926103,0.104411562917106,0.216992486515729,0.216992486515729,1.22994911127864e-05
"EML5",5956,0.0824235325331425,0.104565515752254,-0.0779247163453785,-0.0779247163453785,0.000432666537679013
"MS4A8",5957,0.0825620539094565,0.104723666164152,2.44281880849366,2.44281880849366,3.1611980576649e-05
"UBR3",5958,0.0826103414027859,0.104767327901888,0.0840373626568787,0.0840373626568787,0.00019907260486361
"COL5A3",5959,0.0833624317200523,0.105667930561435,-1.65036735741815,-1.65036735741815,2.16280989484862e-07
"MON1B",5960,0.0833624317200523,0.105667930561435,-1.65036735741815,-1.65036735741815,1.1813422058212e-06
"GCNT1",5961,0.0833624317200523,0.105667930561435,-1.65036735741815,-1.65036735741815,4.14734982045243e-05
"MYO1D",5962,0.0835301035519336,0.105862707554245,-0.13834469499225,-0.13834469499225,0.000437945954987353
"EFHC1",5963,0.0838800538577508,0.1062883929145,-1.02670312797127,-1.02670312797127,2.67529185271069e-05
"NDUFA2",5964,0.0839924053771925,0.106412913318254,-0.243100629567508,-0.243100629567508,1.69509358546003e-07
"PCGF2",5965,0.0841033921374091,0.106535663200379,0.244297724372061,0.244297724372061,1.48820919357815e-06
"IREB2",5966,0.0845329371368941,0.107061829199861,0.116341507631626,0.116341507631626,4.11030100467126e-05
"CELF6",5967,0.0847840438824407,0.107361862841582,0.195018795943737,0.195018795943737,6.96581230153327e-05
"RALA",5968,0.0850600383596219,0.107693305939226,-0.159145477009988,-0.159145477009988,5.09721076683403e-05
"NCOA4",5969,0.0852932384458087,0.107970465688814,0.234796569532801,0.234796569532801,1.75312170755046e-05
"LINC-PINT",5970,0.0862427046442296,0.109154083130955,0.0740207728812911,0.0740207728812911,9.04477092970687e-06
"DENND5B",5971,0.0862622992312351,0.109160598390757,-0.0949509731814652,-0.0949509731814652,0.000328816486576404
"GATAD2B",5972,0.0862977105133279,0.109187123348745,-0.0815444085923191,-0.0815444085923191,5.6185534187341e-06
"TDP2",5973,0.0865006187046125,0.109425527361803,-0.212385170923682,-0.212385170923682,1.35211889332258e-05
"SOCS4",5974,0.0868799111767572,0.109886944903177,-0.244265690640638,-0.244265690640638,8.2648881455193e-07
"CLIP1",5975,0.0875878873167489,0.11076386218667,-0.0937674519579949,-0.0937674519579949,0.000196600223389243
"CTH",5976,0.0878963630397899,0.111135361299975,-0.611956411742131,-0.611956411742131,1.55785752729858e-06
"REV1",5977,0.0879739442099726,0.111214843977004,0.0961397090319869,0.0961397090319869,0.00012901954032447
"NDST1",5978,0.0881599375494193,0.111431329562297,-0.332033096616574,-0.332033096616574,2.17859301852211e-05
"RPL28",5979,0.08833377527096,0.111632380991365,0.180233389197546,0.180233389197546,0.000159084923051213
"REXO1",5980,0.0885009152185807,0.111824902239397,-0.130302613656214,-0.130302613656214,9.11100970917882e-06
"BTRC",5981,0.0887343903111628,0.112101162546589,0.0811124849285422,0.0811124849285422,0.000106238864585034
"SCML2",5982,0.0890133178624924,0.112434742522399,-0.829326379166517,-0.829326379166517,2.32207048922313e-05
"SPATA2",5983,0.0893597890328407,0.112853512607746,0.109930189821642,0.109930189821642,2.39307334218313e-05
"KLHL29",5984,0.0893873009531097,0.11285857374325,-0.0749999610267685,-0.0749999610267685,0.000539504380574715
"PUM1",5985,0.0893936691177017,0.11285857374325,0.0790011214065111,0.0790011214065111,0.000138503765734762
"SEC22B",5986,0.0894835500855563,0.112953174815647,0.160040848875511,0.160040848875511,2.97451962529014e-06
"CALU",5987,0.0895463195748893,0.113000909297481,0.211958627216761,0.211958627216761,1.92967514115984e-05
"ZNF175",5988,0.0895512764522655,0.113000909297481,0.254230120864483,0.254230120864483,1.06315976624016e-05
"CXorf38",5989,0.0899861436282562,0.113530689807164,0.208846725582982,0.208846725582982,4.69383141576859e-06
"RNF24",5990,0.0900732219811088,0.113621580181846,0.153340146232291,0.153340146232291,0.000155958207182779
"DDX54",5991,0.0910486832847487,0.114832891153323,0.24827844181908,0.24827844181908,3.32042787075417e-05
"TOR3A",5992,0.091611594602245,0.115523566224059,-0.237709355920894,-0.237709355920894,1.50801985440638e-05
"DNAH7",5993,0.0922380111126772,0.116294078419387,-0.363198289581656,-0.363198289581656,0.000306398437785571
"POLR2F",5994,0.0927265734837521,0.116890555429301,-0.244858923188547,-0.244858923188547,4.88001770895772e-05
"PTPRM",5995,0.0928564461994272,0.117034746869537,-0.483689446813975,-0.483689446813975,0.000229594925923463
"SUFU",5996,0.0932437778269233,0.117503333098771,-0.1474631077645,-0.1474631077645,1.07592283432044e-05
"RTN1",5997,0.094526922955357,0.119100455202714,-0.0728033644309854,-0.0728033644309854,0.000430363582131918
"DOCK3",5998,0.0946104626866595,0.119185837956052,0.0720457040800503,0.0720457040800503,0.000618016097790134
"TJP2",5999,0.0946440821430187,0.119208315498025,0.283278603047292,0.283278603047292,1.36468931534645e-05
"NOP56",6000,0.094956824823716,0.119582294728,-0.121567427367566,-0.121567427367566,3.11282145432793e-05
"IDH3A",6001,0.0953130391065324,0.120010885433921,-0.218498608435157,-0.218498608435157,1.03493141336967e-05
"TRIM71",6002,0.0954409798155375,0.120151956595502,0.30468217793362,0.30468217793362,2.83989943264973e-05
"PSMD7",6003,0.0955754358821164,0.12030118166338,-0.108168077638737,-0.108168077638737,1.17227173099335e-05
"SPTBN4",6004,0.0958578805916725,0.120636599891852,0.0766778161622561,0.0766778161622561,0.000411473425942643
"SF3B3",6005,0.0958941940582097,0.120662203214627,-0.0946529405892645,-0.0946529405892645,4.91908206046239e-05
"SUCLG1",6006,0.0959184338960853,0.120672608477992,-0.139097472375568,-0.139097472375568,3.42673470958444e-05
"PLXNA1",6007,0.0966975048885785,0.121632486588663,0.430649776857071,0.430649776857071,3.01938682397227e-05
"DCTN1",6008,0.0967159143298511,0.121635394253721,-0.133447718209719,-0.133447718209719,6.41018324039841e-05
"BMP8A",6009,0.0967701432227474,0.121683342018818,-0.587813888541671,-0.587813888541671,3.04114002592216e-05
"FNDC3A",6010,0.0974366759961902,0.122501085495377,0.106273540466002,0.106273540466002,0.000536149108180759
"ZNF609",6011,0.0975328758194556,0.122601631956714,0.0795822776681315,0.0795822776681315,0.000113241103741683
"S100PBP",6012,0.0975748974678194,0.122634052772263,-0.11173711682893,-0.11173711682893,0.000104285172670338
"IWS1",6013,0.0977240191888224,0.122801045899009,0.112512906517466,0.112512906517466,7.77291060117038e-05
"KIF17",6014,0.0977489494238682,0.12281194909324,0.149153042460867,0.149153042460867,2.66063505683994e-05
"MYBBP1A",6015,0.0977763077565642,0.122825898821047,0.247158954115521,0.247158954115521,2.76467229077819e-05
"RRP15",6016,0.0985685558508453,0.123800533246175,0.191140615795906,0.191140615795906,5.24937682301139e-05
"SLC23A2",6017,0.0989044782958617,0.124201801230436,-0.092034305552951,-0.092034305552951,0.000165936538009833
"LARP1",6018,0.0990946389934515,0.124416950839181,0.0862400418884771,0.0862400418884771,0.000114087037407563
"SRFBP1",6019,0.0991087383669974,0.124416950839181,0.216104854984918,0.216104854984918,7.20147641974266e-06
"HSPA13",6020,0.0992517915004823,0.124575836640805,-0.247533364162376,-0.247533364162376,1.09405260667698e-05
"CDH9",6021,0.099283884445442,0.124595421170862,-0.0723234778261965,-0.0723234778261965,0.00076555466006662
"SGSM2",6022,0.0999297088815176,0.125385068134963,-0.0802359227131573,-0.0802359227131573,7.83632689825614e-05
"SLC22A1",6023,0.0999706641553885,0.125415629812073,-2.47292378770469,-2.47292378770469,4.62008594927118e-05
"NOD1",6024,0.100440434766343,0.125984051310506,-1.10576308283435,-1.10576308283435,7.78053712243056e-05
"SNIP1",6025,0.101052311027336,0.126730499937353,-0.306664227474743,-0.306664227474743,1.51091932931375e-05
"UBE2E2",6026,0.10114089005121,0.126820538537495,-0.0708102502307754,-0.0708102502307754,0.000341035964452873
"NCDN",6027,0.10151780244189,0.127272028413957,0.0964732811700757,0.0964732811700757,0.000212971828869084
"RPS9",6028,0.10170588425414,0.127486672432695,0.134827781967019,0.134827781967019,6.32731484725845e-06
"PARG",6029,0.102177667162665,0.128056800975468,-0.114203021782466,-0.114203021782466,1.49830509342626e-05
"PSMB3",6030,0.102375974783749,0.128284057291212,0.199987812538174,0.199987812538174,3.81069810219226e-06
"TMEM135",6031,0.102619697684043,0.128568137241026,0.08315302630175,0.08315302630175,0.000218891847351346
"DAB2",6032,0.1026642377384,0.128602616105994,-0.9369552921264,-0.9369552921264,7.62102412239298e-06
"NAAA",6033,0.103244612715487,0.129308187249829,-0.776262817652463,-0.776262817652463,0.000228004766156736
"STARD3",6034,0.104116277967281,0.130378289081998,-0.236586637908989,-0.236586637908989,0.000100206162949911
"PRPF3",6035,0.104664298995051,0.131042824060747,-0.139640254085122,-0.139640254085122,1.58056110168821e-05
"DDX39B",6036,0.104855077185724,0.13125993426364,-0.114015924266765,-0.114015924266765,2.01561566106176e-05
"SPTAN1",6037,0.104913970316207,0.13131190321505,0.0719842056266837,0.0719842056266837,0.000286294728479803
"PPP1R10",6038,0.105068236897347,0.131483206027882,0.107114829417646,0.107114829417646,2.70633761956877e-05
"RPS3A",6039,0.105539103905633,0.132050582730745,0.16303905414299,0.16303905414299,6.27022917290302e-06
"TMEM145",6040,0.105634340539055,0.132147860449189,-0.185792206770495,-0.185792206770495,2.9855082339107e-05
"TOX4",6041,0.106895799627289,0.133703801023638,0.10991872088682,0.10991872088682,1.16784971850454e-05
"EPN1",6042,0.10738592044937,0.134294606904244,-0.142428301842341,-0.142428301842341,1.0809729753831e-05
"SLC24A2",6043,0.107492484533212,0.134405628517781,-0.0696021843633174,-0.0696021843633174,0.000993194670128972
"ATF6",6044,0.107692063001432,0.134632896763537,0.0769126395494834,0.0769126395494834,6.48717136527399e-05
"PKIG",6045,0.107783822125582,0.134708798285693,0.0744714575188979,0.0744714575188979,0.00029679205786007
"SUSD4",6046,0.10778843229689,0.134708798285693,0.0754799352350496,0.0754799352350496,0.000478845406633538
"GOLGA7",6047,0.108254066691062,0.135268352557907,-0.164646586091895,-0.164646586091895,3.52345756249653e-05
"KLF5",6048,0.109180533772911,0.136358365816217,-1.16264730515729,-1.16264730515729,4.8668140409654e-07
"FAM149A",6049,0.109180533772911,0.136358365816217,-1.16264730515729,-1.16264730515729,0.000105299486363447
"ENPP6",6050,0.109180533772911,0.136358365816217,-1.16264730515729,-1.16264730515729,1.86154633618487e-06
"SLC7A6OS",6051,0.109444393414207,0.136665317573582,-0.103497097554986,-0.103497097554986,6.52024520447143e-06
"PLEKHB2",6052,0.109667788220481,0.136921647024778,0.183823194807889,0.183823194807889,6.49171170123866e-05
"DHX37",6053,0.109801081648125,0.137065417633114,0.273725351453843,0.273725351453843,2.26081581145279e-05
"PDCD7",6054,0.110381157188262,0.137766769691858,-0.189511765739374,-0.189511765739374,4.40189877016962e-05
"CELF3",6055,0.110643632316477,0.138071558345714,-0.0822513925993631,-0.0822513925993631,9.61815266594588e-05
"KIF21B",6056,0.110781922365207,0.138221302079178,-0.417555245525286,-0.417555245525286,8.45678729565765e-05
"DESI1",6057,0.111345043983268,0.138900966210595,0.0970866849510129,0.0970866849510129,2.90035747714367e-05
"ANGEL2",6058,0.112116826277902,0.139836734549625,0.096923136892581,0.096923136892581,1.86340170790706e-05
"UQCRC1",6059,0.112132182985201,0.139836734549625,-0.126668363607914,-0.126668363607914,7.26169359651633e-06
"YARS2",6060,0.112493694738309,0.140264415419581,0.250913527075754,0.250913527075754,1.88849104620773e-05
"WBP11",6061,0.112913392685415,0.140764493504537,-0.123328296844279,-0.123328296844279,2.35011936330892e-05
"LRRC55",6062,0.11357654731311,0.14156786398843,0.406528555367766,0.406528555367766,8.24913256971815e-06
"PHYKPL",6063,0.113630637311071,0.141611924051205,-0.174679918189125,-0.174679918189125,3.66353454344961e-05
"ESYT2",6064,0.114980212553326,0.143248591939538,-0.0837410391281028,-0.0837410391281028,9.83365201121756e-05
"POLDIP3",6065,0.114981830348504,0.143248591939538,0.124364238546066,0.124364238546066,3.78361056779042e-05
"LRIG1",6066,0.115387937399214,0.143730836628497,-0.355549015616868,-0.355549015616868,1.70018693147117e-05
"LYST",6067,0.115670616317977,0.144059201730449,-0.0699936362275883,-0.0699936362275883,0.000270687793459626
"SMARCE1",6068,0.115853720584539,0.144263466172837,-0.165328977545934,-0.165328977545934,4.41448400985518e-05
"SAP30BP",6069,0.116587530165126,0.145153300037517,-0.149598030105491,-0.149598030105491,1.72062052879119e-05
"TSPYL1",6070,0.116668085161078,0.145229662516822,0.223828670338567,0.223828670338567,0.000139935259213741
"BIN1",6071,0.116689574041317,0.145232485827078,-0.0958322075721851,-0.0958322075721851,4.95606950774032e-05
"DNAJC17",6072,0.117236907490316,0.145873417520807,-0.181778617739222,-0.181778617739222,3.52653938595739e-05
"PABPN1",6073,0.117243153070919,0.145873417520807,0.41205390868738,0.41205390868738,4.74833017121399e-05
"TTC6",6074,0.117697967175006,0.14641518603463,-1.23912083841289,-1.23912083841289,5.15721294762885e-06
"ZNFX1",6075,0.117769754997672,0.146480373458833,-0.179303551666615,-0.179303551666615,1.36928210426927e-05
"DLG1",6076,0.117938501205141,0.146666115060245,0.0776133236791284,0.0776133236791284,0.000339222853934938
"LRRC9",6077,0.118209871619234,0.146979396076177,-0.728218430712455,-0.728218430712455,3.88941303972714e-05
"TSC22D1",6078,0.118744276730959,0.147619571401633,0.0781411323473881,0.0781411323473881,0.000127523877732814
"RLF",6079,0.1197143372522,0.148801041664356,-0.0759845682104311,-0.0759845682104311,4.06477041894406e-05
"MTERF3",6080,0.120554373958203,0.149820534478319,-0.180886538804466,-0.180886538804466,7.822115447436e-06
"NFX1",6081,0.120948603335204,0.150285750172801,0.0784404499929367,0.0784404499929367,0.00013096595712729
"GK5",6082,0.121075881591452,0.150419164963007,-0.250171921935459,-0.250171921935459,0.000118381548738716
"USP15",6083,0.121128299858656,0.150459548533947,0.0786882801171426,0.0786882801171426,0.000115850036427509
"ATP1B1",6084,0.121205934779501,0.150531236553897,0.0671190491921589,0.0671190491921589,0.000297819964057273
"SORBS2",6085,0.122164723864432,0.151697067135522,-0.0673169740042377,-0.0673169740042377,0.000613430099264305
"NRXN3",6086,0.122452912799089,0.152029939058482,0.0708321335708978,0.0708321335708978,0.000805753693863181
"YIPF3",6087,0.122530257628897,0.152100973655979,-0.201410113928336,-0.201410113928336,9.53361677118173e-06
"GMIP",6088,0.12336370833189,0.153110410669474,-0.307543556857871,-0.307543556857871,1.28246491096446e-05
"CHERP",6089,0.123550594560943,0.153317177287319,0.102043669631627,0.102043669631627,2.89493060035646e-05
"EPS15L1",6090,0.12368050306315,0.15345318245405,0.0826627118656746,0.0826627118656746,0.000182260811479764
"RPL21",6091,0.123960723782247,0.153775608093689,0.139508547212297,0.139508547212297,3.43071139934223e-05
"TRIM62",6092,0.125046932380922,0.155097606872989,-1.34760141312985,-1.34760141312985,9.84778443516019e-08
"PNMA1",6093,0.125316484082409,0.155406426017837,-1.80538905196266,-1.80538905196266,7.90446840827214e-06
"U2SURP",6094,0.12558990218434,0.15571993779207,-0.0782856837227433,-0.0782856837227433,5.47841021791954e-05
"CAPZA2",6095,0.126419088030501,0.156722334562505,0.105950050331846,0.105950050331846,3.10179096755968e-05
"SOCS2",6096,0.128038801881017,0.158704262961444,-0.443666765549223,-0.443666765549223,2.63840262013659e-06
"PXDC1",6097,0.128081799034212,0.158731519354192,-0.241759633763857,-0.241759633763857,1.12546460396098e-05
"CLINT1",6098,0.128104042486334,0.158733051004713,0.0908002793290297,0.0908002793290297,5.41472875605754e-05
"TOGARAM2",6099,0.129189513401224,0.159946905335023,-1.51414361778952,-1.51414361778952,0.000177433273561653
"PTCH2",6100,0.129189513401224,0.159946905335023,-1.51414361778952,-1.51414361778952,0.000157749294020768
"DSN1",6101,0.129189513401224,0.159946905335023,-1.51414361778952,-1.51414361778952,5.79065744452084e-06
"TFAP2E",6102,0.129189513401224,0.159946905335023,-1.51414361778952,-1.51414361778952,0.000107058409226814
"WDR93",6103,0.129189513401224,0.159946905335023,-1.51414361778952,-1.51414361778952,3.25632678385573e-05
"GLS2",6104,0.129316385914689,0.160077754254815,-0.190071198421085,-0.190071198421085,4.19086017960167e-05
"PPT1",6105,0.130522519223946,0.161544333375289,-0.0807810910290306,-0.0807810910290306,2.92140707108553e-06
"MRPL32",6106,0.131131427756342,0.162271383577943,-0.187674713186374,-0.187674713186374,1.97711890687287e-05
"RPL23",6107,0.131565194300372,0.162781497975047,-0.175666970191039,-0.175666970191039,8.6959287439952e-05
"HVCN1",6108,0.131924722928645,0.163199608128494,-0.729109406388726,-0.729109406388726,8.24752328022654e-06
"ASH1L",6109,0.132413467028506,0.163777403317628,0.0682972854757405,0.0682972854757405,0.00013902651335544
"FAM135B",6110,0.132551156195844,0.16392087335774,0.0648417924683118,0.0648417924683118,0.000386825952970483
"PSD",6111,0.132693471776292,0.164070016812577,0.106537953670743,0.106537953670743,0.000112208494298746
