id,NeuN,TMEM119,GFAP,OLIG2,area
5906,1.284054e+01,3.310811e+00,0.000000e+00,6.581081e+00,370
5907,4.913462e+01,9.298817e+01,0.000000e+00,1.967899e+01,676
5908,6.397790e+00,2.890884e+01,1.093923e+00,7.414365e+00,362
5909,6.338259e-01,8.027915e+00,2.036125e-01,3.286864e+01,609
5910,2.726667e+00,9.950000e+01,8.666667e-02,4.920000e+00,150
5911,7.262570e-01,9.966480e+00,1.877095e+00,4.036313e+00,358
5912,1.048193e+00,1.392771e+01,4.819277e-01,4.018373e+01,332
5913,5.065789e-01,1.419079e+01,9.868421e-03,3.232566e+01,304
5914,1.631429e+00,5.977143e+00,2.857143e-03,3.857143e+01,350
5915,1.126923e+00,7.142308e+00,0.000000e+00,6.130769e+00,260
5916,5.384615e-01,3.932308e+00,1.323077e-01,7.052308e+00,325
5917,4.291667e-01,4.215000e+01,4.166667e-03,8.537083e+01,240
5918,2.016502e+00,5.023102e+00,0.000000e+00,2.337624e+01,303
5919,8.324042e+00,1.459059e+01,1.656794e+00,3.244599e+01,574
5920,1.292063e+00,6.155556e+00,3.809524e-02,6.215556e+01,315
5921,4.313187e-01,3.087912e+00,2.774725e-01,4.867857e+01,364
5922,2.953368e-01,4.735751e+00,2.720207e-01,4.224611e+01,386
5923,5.460897e+01,5.291667e+00,1.602564e-02,1.550641e+01,312
5924,1.661413e+01,4.152174e+01,0.000000e+00,1.651630e+01,368
5925,3.302177e+00,3.422919e+01,2.074264e-01,2.969398e+01,781
5926,2.560204e+01,2.926020e+00,5.867347e-02,6.063776e+00,392
5927,2.753350e+01,6.535980e+00,2.506203e+00,9.446650e+00,403
5928,3.587730e+01,7.785276e+00,0.000000e+00,1.241718e+01,326
5929,1.655721e+01,5.016418e+01,9.950249e-03,2.194030e+01,201
5930,2.091388e+00,3.711951e+01,2.987698e-02,1.394903e+01,569
5931,4.346756e+00,1.841611e+01,6.263982e-02,3.332886e+01,447
5932,1.644444e-01,1.910667e+01,2.666667e-02,1.976889e+01,225
5933,2.237037e+00,1.313704e+01,3.259259e-01,7.141111e+01,270
5934,2.062500e-01,1.456250e+00,0.000000e+00,2.656563e+01,320
5935,1.680511e+00,2.292332e+01,0.000000e+00,3.346326e+01,313
5936,3.676471e-01,6.257353e+00,1.301471e+00,6.161765e+00,136
5937,9.188482e-01,4.507853e+00,7.853403e-02,1.012827e+01,382
5938,6.413613e-01,1.600000e+01,1.910995e-01,4.630890e+00,382
5939,9.411765e-01,3.621483e+00,2.301790e-02,4.657033e+01,391
5940,3.577015e+01,4.880299e+01,0.000000e+00,1.551045e+01,335
5941,1.483503e+00,5.156091e+00,0.000000e+00,2.192259e+01,788
5942,1.692521e+00,7.614958e+00,4.487535e-01,6.337119e+01,361
5943,3.660569e+00,1.939228e+01,2.821138e+00,1.123374e+01,492
5944,1.756614e+00,1.888095e+01,2.116402e-02,4.084656e+00,378
5945,5.513308e-01,5.140684e+00,1.163498e+00,3.740304e+01,263
5946,1.130303e+00,3.081818e+00,1.203030e+00,3.554848e+01,330
5947,8.234542e+00,1.480810e+01,5.053305e-01,4.307249e+01,469
5948,7.957090e+00,1.062687e+01,6.156716e-02,7.798507e+00,536
5949,1.100503e+00,3.055276e+00,6.206030e-01,5.296482e+00,398
5950,9.489603e-01,1.746503e+01,2.835539e-02,3.769187e+01,529
5951,4.244957e+00,5.106628e+00,2.881844e-03,8.066282e+00,347
5952,5.525424e-01,4.552542e+00,8.135593e-01,3.646102e+01,295
5953,5.621118e+00,1.503727e+01,6.211180e-01,1.366460e+00,161
5954,6.127854e+00,8.182648e+00,2.057078e+00,5.586073e+01,438
5955,1.309211e+00,2.789474e+00,2.039474e-01,3.130263e+01,152
5956,3.545012e+00,1.230657e+01,2.338200e+00,3.793674e+01,411
5957,5.899258e+00,1.031071e+01,2.818664e+00,7.077200e+01,943
5958,5.900901e-01,3.879279e+01,0.000000e+00,6.264414e+01,222
5959,1.033981e+00,3.003236e+00,1.941748e-01,6.080906e+00,618
5960,2.006593e+00,2.995604e+00,4.395604e-03,7.378022e+00,455
5961,3.367059e+00,1.286353e+01,0.000000e+00,6.087765e+01,425
5962,3.989381e+01,9.669617e+01,0.000000e+00,2.169322e+01,339
5963,1.096610e+01,2.711017e+01,1.271186e-01,1.138136e+01,118
5964,4.866379e+00,2.828448e+01,1.237069e+00,6.736638e+01,232
5965,8.859116e+00,4.538674e+00,0.000000e+00,4.822376e+01,362
5966,2.829167e+00,4.033125e+01,1.197917e+00,9.541667e-01,480
5967,5.447489e+00,1.676256e+01,1.310502e+00,1.762557e+01,219
5968,5.191176e+00,2.062647e+01,1.832353e+00,2.161176e+01,340
5969,1.098485e+00,1.144444e+01,2.558081e+00,5.035354e+00,396
5970,4.211445e+01,5.587242e+00,3.395872e-01,3.819700e+01,533
5971,3.757009e+00,4.724766e+01,0.000000e+00,3.245327e+00,428
5972,1.530337e+01,4.049438e+01,2.247191e-02,2.369663e+01,178
5973,8.266667e-01,2.642222e+00,4.888889e-02,4.398000e+01,450
5974,1.175824e+00,1.731593e+01,4.120879e-01,6.329670e+00,364
5975,7.725547e+01,6.204380e+00,0.000000e+00,5.171533e+00,274
5976,4.033473e+00,2.075732e+01,2.928870e-01,1.830962e+01,239
5977,1.257996e-01,2.044776e+01,2.021322e+00,3.343070e+01,469
5978,1.269685e+00,4.503937e+00,2.696850e-01,5.614764e+01,508
5979,3.140312e-01,1.975501e+00,8.349666e+00,8.129176e-01,449
5980,1.015590e+00,8.394209e+00,2.048998e-01,5.191537e+00,449
5981,3.556025e+00,1.159619e+01,4.693446e-01,3.722622e+01,473
5982,6.296471e+00,1.523529e+01,1.350588e+00,5.459059e+01,425
5983,5.587189e-01,2.244840e+01,2.846975e-02,3.224199e+01,281
5984,4.701493e-01,9.266791e+00,5.149254e-01,3.758022e+01,536
5985,1.987879e+00,2.817576e+01,0.000000e+00,1.076061e+01,330
5986,2.275538e+01,6.752688e+00,0.000000e+00,1.015054e+01,372
5987,6.798883e+00,8.117318e+00,2.359404e+00,4.016946e+01,537
5988,9.268657e+00,1.404478e+01,2.238806e-01,5.537313e+00,67
5989,1.032203e+01,3.938644e+01,3.389831e-03,2.314237e+01,295
5990,6.315934e+00,3.260989e+01,1.890110e+00,4.728022e+00,364
5991,1.202247e+00,6.016854e+00,2.837079e-01,4.212079e+01,356
5992,1.305296e+00,1.063551e+01,6.074766e-01,4.967601e+01,321
5993,5.660650e+00,7.342960e+00,7.220217e-03,4.838989e+01,277
5994,1.348780e+01,1.231359e+01,1.742160e-03,3.759930e+01,574
5995,1.231293e+00,8.431973e+00,2.380952e-02,7.578231e+00,294
5996,2.617834e+00,6.812102e+00,0.000000e+00,1.550637e+01,314
5997,4.728696e+00,4.516870e+01,0.000000e+00,4.613913e+00,575
5998,4.884393e-01,4.320809e+00,5.780347e-03,3.088150e+01,346
5999,1.721311e+00,3.897541e+00,0.000000e+00,5.200820e+00,244
6000,5.477707e-01,1.411146e+01,7.229299e-01,4.722930e+00,314
6001,9.768786e-01,3.979769e+00,2.976879e-01,4.158960e+01,346
6002,2.313187e+00,1.442857e+01,0.000000e+00,4.070330e+01,364
6003,2.246732e+01,1.365686e+01,9.803922e-02,6.771242e+00,306
6004,3.639344e+01,5.491803e+01,0.000000e+00,2.866511e+01,427
6005,2.511878e+01,4.092937e+01,0.000000e+00,2.654575e+01,623
6006,2.655889e-01,4.127021e+00,8.822171e-01,2.324711e+01,433
6007,8.668639e-01,8.076923e+00,7.011834e-01,5.783136e+01,338
6008,1.111413e+00,2.171196e+00,5.163043e-02,8.452989e+01,368
6009,2.258635e+01,6.007631e+01,1.606426e-02,1.131727e+01,249
6010,4.769271e+01,1.252500e+02,0.000000e+00,3.714062e+01,192
6011,1.939828e+00,1.110315e+01,1.518625e-01,1.954155e+00,349
6012,1.615497e+00,1.333918e+01,7.309942e-03,5.389035e+01,684
6013,2.028986e+00,2.933747e+00,0.000000e+00,7.351967e+00,483
6014,1.592105e+00,6.744361e+00,2.227444e+00,5.359586e+01,532
6015,1.164062e+00,3.830078e+00,1.181641e+00,3.316797e+01,512
6016,2.242268e+00,5.912371e+00,1.182990e+00,5.775773e+01,388
6017,5.227799e+00,9.606178e+00,2.368726e+00,3.421042e+01,518
6018,4.002681e+00,7.375335e+00,1.260054e+00,3.166220e+01,373
6019,5.506234e+00,9.783042e+00,1.379052e+00,2.896259e+01,401
6020,3.201651e+00,4.436557e+01,3.832547e-01,3.767571e+01,848
6021,6.648452e-01,7.331512e+00,1.165756e-01,3.837887e+00,549
6022,1.698276e+00,2.339368e+01,0.000000e+00,4.681034e+00,348
6023,2.638333e+00,1.459833e+01,0.000000e+00,1.355667e+01,600
6024,0.000000e+00,1.004587e+01,2.018349e-01,8.073394e-01,109
6025,1.616071e+00,4.821429e+00,0.000000e+00,6.357143e+00,112
6026,3.310602e+01,2.614613e+01,0.000000e+00,1.558166e+01,349
6027,2.844291e+01,4.193772e+00,0.000000e+00,6.435986e+00,289
6028,8.127807e+00,2.035406e+01,9.879102e-01,1.405527e+01,579
6029,3.235294e+00,3.376471e+00,0.000000e+00,1.219412e+01,170
6030,1.077441e+00,1.048822e+01,5.050505e-01,7.063300e+01,297
6031,5.399160e+00,9.731092e+00,4.014706e+00,4.521429e+01,476
6032,4.430318e+00,7.193154e+00,2.102689e+00,3.113203e+01,409
6033,2.257403e+00,4.496583e+00,0.000000e+00,5.476082e+00,439
6034,3.448187e+00,4.445596e+00,7.772021e-03,3.579793e+01,386
6035,1.343778e+02,1.270781e+01,7.128463e-01,4.556675e+00,397
6036,2.381313e+00,1.239646e+01,4.671717e-01,7.070960e+01,396
6037,2.902367e+00,7.946746e+00,8.402367e-01,4.906509e+01,338
6038,5.429907e+00,3.090888e+01,2.336449e-03,1.159813e+01,428
6039,1.044578e+01,1.191566e+01,2.469880e-01,7.325301e+00,166
6040,1.442029e+00,9.217391e+00,2.898551e-02,5.543478e+00,138
6041,9.144543e-01,2.197493e+01,2.920354e-01,5.625516e+01,678
6042,2.325991e+00,5.726872e+01,0.000000e+00,1.292070e+01,227
6043,3.275281e+00,8.719101e+00,1.533708e+00,5.168539e-01,178
6044,2.783476e+00,1.037037e+01,2.564103e-02,4.708832e+01,351
6045,1.912903e+01,2.838710e+00,0.000000e+00,6.709677e+00,124
6046,3.158228e+00,1.584810e+01,8.101266e-01,1.485443e+01,158
6047,4.895833e+00,1.525893e+01,0.000000e+00,1.205357e+01,336
6048,8.066038e+00,9.981132e+00,5.155660e+00,6.088679e+01,424
6049,3.616085e+00,1.286343e+01,6.828528e-02,9.233536e+01,659
6050,2.905405e-01,8.033784e+00,9.459459e-02,2.939189e+00,148
6051,3.430100e+01,8.324749e+01,0.000000e+00,2.941472e+01,299
6052,1.232489e+00,7.689270e+01,7.600596e-02,6.596125e+00,671
6053,2.660297e+00,3.573461e+01,5.605096e-01,4.465180e+01,471
6054,4.537281e+00,2.363158e+01,1.315789e-01,8.754386e+00,456
6055,5.131429e+00,5.851429e+00,2.760000e+00,2.331429e+00,175
6056,2.915827e+01,2.692806e+01,0.000000e+00,5.110791e+01,139
6057,2.926829e-02,9.814634e+00,3.024390e-01,1.531707e+00,205
6058,2.392857e+00,1.876471e+01,1.911765e-01,2.804622e+00,476
6059,2.198582e-01,2.923050e+01,3.794326e-01,4.798582e+01,282
6060,5.442640e+01,7.670051e+00,0.000000e+00,3.527919e+00,394
6061,1.314371e+00,4.757485e+00,5.479042e-01,5.326347e+00,334
6062,1.990164e+01,8.930328e+00,0.000000e+00,7.213115e+00,244
6063,1.982456e+00,5.991228e+00,4.385965e-03,2.890789e+01,228
6064,1.318878e+00,8.959184e+00,7.653061e-02,6.276531e+01,392
6065,5.403509e-01,7.796491e+00,1.442105e+00,6.926316e+00,285
6066,2.389706e+00,3.500000e+00,0.000000e+00,3.471324e+01,136
6067,6.200000e+01,6.909341e+00,0.000000e+00,9.964286e+00,364
6068,4.000000e-01,8.036620e+00,0.000000e+00,4.169577e+01,355
6069,1.328267e+01,2.571467e+01,1.946667e-01,2.904533e+01,375
6070,5.045794e+01,7.254019e+01,0.000000e+00,7.398131e+00,535
6071,4.317647e+00,2.104706e+01,6.764706e-01,1.544706e+01,170
6072,6.431953e+00,2.252071e+01,5.473373e-01,1.770118e+01,338
6073,3.482819e+01,7.419824e+01,0.000000e+00,2.525991e+01,227
6074,5.571429e+00,9.706349e+00,2.629630e+00,2.251852e+01,378
6075,3.101852e-01,2.826389e+00,2.777778e-02,2.974537e+00,432
6076,4.956772e-01,2.596542e+00,6.916427e-02,7.351873e+01,347
6077,7.826087e-01,4.791304e+00,1.014493e-01,6.578551e+01,345
6078,3.001608e+00,4.844051e+00,1.784566e-01,9.227492e+01,622
6079,1.684659e+00,1.148295e+01,5.681818e-03,2.624432e+01,352
6080,2.082544e+00,1.289310e+01,3.870095e+00,4.323545e+01,739
6081,5.955801e+00,1.338674e+01,6.629834e-02,6.806630e+01,543
6082,2.510569e+01,5.334472e+01,0.000000e+00,1.996423e+01,615
6083,3.859217e+01,9.137097e+01,0.000000e+00,1.961982e+01,434
6084,4.507772e-01,8.116580e+00,3.911917e-01,6.709326e+01,386
6085,9.070896e+00,3.694403e+01,0.000000e+00,5.428731e+01,268
6086,1.380524e+01,2.810487e+01,7.490637e-03,1.343071e+01,267
6087,1.052117e+00,5.621173e+01,6.514658e-02,4.410423e+00,307
6088,8.478510e+00,9.220630e+00,6.189112e-01,2.718625e+01,349
6089,3.490566e-01,5.024843e+01,0.000000e+00,7.465409e+00,318
6090,2.263699e+00,7.609589e+00,0.000000e+00,2.893836e+00,292
6091,7.927607e+01,4.106748e+01,3.067485e-03,2.037730e+01,326
6092,5.965447e+00,8.359756e+00,1.144309e+00,3.154268e+01,492
6093,3.341615e+00,1.117950e+02,4.140787e-02,5.335404e+00,483
6094,1.049774e+00,4.470588e+00,9.049774e-03,1.927602e+00,221
6095,3.630273e+00,1.888586e+01,0.000000e+00,5.602978e+00,403
6096,3.061151e+00,8.370504e+00,0.000000e+00,6.327338e+00,278
6097,2.277992e-01,2.436293e+00,1.930502e-02,1.691120e+00,259
6098,2.961579e+01,1.448158e+01,0.000000e+00,6.900000e+00,380
6099,8.185533e+01,1.348223e+01,0.000000e+00,1.443147e+01,394
6100,3.967593e+00,1.021296e+01,0.000000e+00,3.611574e+01,216
6101,4.312446e+01,8.669099e+01,0.000000e+00,7.240343e+00,233
6102,4.491620e+00,1.949721e+01,4.586592e+00,4.084078e+01,358
6103,1.352697e+00,4.875519e+00,1.203320e-01,2.994191e+01,482
6104,3.793103e-01,5.790640e+00,0.000000e+00,5.105911e+00,406
6105,1.361702e+00,3.319149e+00,2.127660e-01,2.787234e+00,141
6106,1.700231e+01,5.269515e+01,1.385681e-02,3.265127e+01,433
6107,2.053140e+01,5.055266e+01,2.898551e-03,2.523092e+01,1035
6108,9.860262e+00,3.942358e+01,1.310044e-02,2.039301e+01,229
6109,1.465318e+00,7.075145e+00,4.942197e-01,3.638439e+01,346
6110,3.433735e-01,4.831325e+00,9.036145e-02,1.818675e+01,332
6111,2.420479e+00,8.013072e+00,3.485839e-02,5.810240e+01,459
6112,1.870455e+00,1.111364e+01,2.863636e-01,4.080227e+01,440
6113,3.741855e+00,9.182957e+00,2.581454e-01,8.011278e+01,399
6114,5.344828e-01,8.770936e+00,5.467980e-01,1.758374e+01,406
6115,9.876543e-02,2.437037e+01,6.172840e-02,2.950617e+01,162
6116,1.277311e+00,9.134454e+00,3.361345e-02,2.630252e+00,119
6117,2.050667e+00,1.205867e+01,1.466667e-01,1.038933e+01,375
6118,3.567568e+00,6.116708e+01,9.066339e-01,5.329238e+00,407
6119,1.139175e+00,1.312629e+01,0.000000e+00,7.078351e+01,388
6120,2.088552e+01,5.898990e+00,3.367003e-03,7.306397e+00,297
6121,3.040293e-01,3.012821e+00,4.347985e+00,2.241941e+01,546
6122,2.943563e+00,5.906526e+00,0.000000e+00,2.010758e+01,567
6123,5.395564e+00,4.142144e+01,1.467652e+00,5.262477e+00,541
6124,4.649635e+00,9.116788e+00,2.065693e+00,1.559124e+01,137
6125,4.287749e+00,2.422792e+01,2.849003e-03,3.972365e+01,351
6126,4.030471e+00,4.756233e+00,1.662050e-02,6.225208e+01,361
6127,5.156627e-01,2.665060e+00,1.826506e+00,4.258554e+01,415
6128,4.623037e+00,4.821204e+01,2.417539e+00,2.516099e+01,764
6129,1.142857e-01,1.728571e+01,0.000000e+00,0.000000e+00,105
6130,3.432000e+00,6.384000e+00,4.144000e+00,3.172000e+01,125
6131,8.305648e-02,9.936877e+00,0.000000e+00,3.136213e+00,301
6132,1.506024e+00,3.773293e+01,7.630522e-02,6.024096e+00,498
6133,6.323204e+00,4.085912e+01,1.099448e+00,3.817680e+00,362
6134,1.085517e+00,8.620690e+00,3.089655e-01,3.402207e+01,725
6135,8.788114e+00,1.271318e+01,0.000000e+00,4.842377e+00,387
6136,1.669492e+00,2.381921e+01,1.949153e-01,3.518927e+01,354
6137,5.560794e+00,9.091811e+00,3.253102e+00,3.497022e+01,403
6138,2.383693e+00,1.202398e+01,1.055156e-01,5.786091e+01,417
6139,1.329147e+01,1.075355e+01,0.000000e+00,5.417062e+00,422
6140,1.483384e+00,1.990332e+01,5.709970e-01,5.909970e+01,331
6141,1.931323e+00,3.576214e+00,1.524288e+00,3.371022e+01,597
6142,2.988345e+00,1.396503e+01,3.414918e+00,6.111888e+00,429
6143,1.340230e+00,5.822989e+00,1.379310e-01,5.990345e+01,435
6144,2.377049e-01,1.769945e+01,0.000000e+00,1.054645e+01,366
6145,4.580569e+00,6.969194e+00,7.109005e-03,4.602370e+01,422
6146,1.062731e+00,4.232472e+00,3.616236e-01,2.444280e+01,271
6147,2.512928e+01,4.277567e+00,5.703422e-02,8.163498e+00,263
6148,1.404574e+01,1.030353e+01,0.000000e+00,4.064033e+01,481
6149,1.703057e+01,4.301747e+01,4.366812e-03,1.120087e+01,229
6150,1.722063e+00,7.214900e+00,3.151862e-01,6.471347e+01,349
6151,3.655493e+00,8.035382e+00,1.862197e-03,6.926257e+01,537
6152,5.194512e+01,2.539634e+00,0.000000e+00,4.234756e+00,328
6153,1.949555e+00,5.293769e+00,2.967359e-03,2.581009e+01,337
6154,6.636086e-01,8.330275e+00,1.743119e-01,4.804281e+01,327
6155,6.413462e+00,6.596154e+00,0.000000e+00,2.712981e+01,208
6156,4.011461e-01,1.909169e+01,1.538682e+00,6.702006e+00,349
6157,3.508527e+01,1.424806e+01,3.875969e-02,1.286822e+00,129
6158,5.940594e-01,1.452970e+01,8.391089e-01,7.960396e+00,404
6159,4.162826e-01,1.736406e+01,2.242704e-01,5.752842e+01,651
6160,2.563364e+01,6.665899e+00,2.281106e-01,5.758065e+00,434
6161,3.307006e+00,2.389045e+01,2.802548e-02,9.530701e+01,785
6162,2.108451e+01,6.239437e+00,0.000000e+00,2.309859e+00,142
6163,3.409962e-01,5.388123e+01,0.000000e+00,7.776628e+01,261
6164,3.338606e+01,7.820812e+01,0.000000e+00,1.330905e+01,961
6165,1.765784e+00,2.845418e+01,9.572301e-02,9.826884e+00,491
6166,1.102022e+02,1.842697e+01,0.000000e+00,3.589888e+00,178
6167,3.994531e+01,8.284766e+01,0.000000e+00,8.941406e+00,256
6168,1.000980e+01,1.066667e+01,0.000000e+00,4.078431e+00,204
6169,1.066998e+00,1.062283e+01,5.533499e-01,3.369727e+00,403
6170,3.395652e+00,1.004804e+02,8.326087e-01,5.297826e+00,460
6171,4.259635e-01,1.448276e+00,5.010142e-01,2.707911e+00,493
6172,7.669540e+00,1.657471e+01,1.816092e+00,3.992241e+01,348
6173,2.294606e+00,1.572199e+01,1.659751e-02,3.580913e+00,241
6174,2.651176e+01,3.662941e+01,0.000000e+00,5.541176e+00,340
6175,2.956902e+01,6.059933e+01,0.000000e+00,2.894276e+01,297
6176,3.996596e+01,8.688085e+01,0.000000e+00,3.084255e+01,235
6177,4.663717e+00,8.659292e+01,5.353982e-01,3.619469e+00,226
6178,2.880435e+00,3.756793e+01,1.358696e-02,6.157337e+01,368
6179,5.011933e-01,4.732697e+00,5.250597e-02,5.937947e+00,419
6180,1.051442e+01,1.129567e+01,0.000000e+00,5.688942e+01,416
6181,4.939598e+01,6.457676e+00,0.000000e+00,5.581062e+00,697
6182,7.156832e+00,1.214596e+01,1.315217e+00,2.940062e+01,644
6183,1.570064e+00,8.023567e+01,9.872611e-02,3.185510e+01,628
6184,3.361949e+00,2.103712e+01,1.160093e-02,7.534107e+01,431
6185,1.236462e+00,7.763538e+00,2.635379e-01,3.091697e+01,554
6186,3.786738e+01,6.696416e+01,0.000000e+00,9.774194e+00,279
6187,2.039871e+01,1.051233e+01,4.287245e-03,9.524116e+00,933
6188,8.283931e-01,2.581747e+01,1.195008e+00,4.870515e+00,641
6189,5.705706e-01,5.369369e+00,3.513514e-01,1.663964e+01,333
6190,2.037037e+00,1.122222e+01,0.000000e+00,3.861728e+01,81
6191,5.813953e-01,1.854186e+01,3.232558e-01,5.295116e+01,430
6192,2.001471e+01,1.555809e+02,9.448529e-01,1.139706e-01,272
6193,3.768089e+01,6.130983e+01,0.000000e+00,2.989054e+01,539
6194,5.925926e-01,6.425926e+00,0.000000e+00,6.122222e+00,540
6195,5.724551e+00,1.664371e+01,6.886228e-01,3.752994e+01,334
6196,3.693046e-01,5.211031e+00,3.021583e-01,1.357074e+01,417
6197,2.272222e+00,7.183333e+00,1.777778e-01,7.635833e+01,360
6198,2.390602e+00,4.076065e+01,5.873715e-03,2.092658e+01,681
6199,1.028481e+00,2.768987e+00,0.000000e+00,3.147152e+01,316
6200,1.408840e-01,8.022099e+00,9.668508e-01,1.531215e+01,362
6201,1.449591e+00,4.964578e+00,6.866485e-01,1.823433e+01,367
6202,3.457265e+00,4.380769e+01,0.000000e+00,4.452991e+00,234
6203,3.562691e+00,3.088991e+01,3.058104e-02,1.923547e+00,327
6204,3.674313e+01,7.048626e+01,0.000000e+00,3.498863e+01,1055
6205,5.024390e+00,7.912482e+00,0.000000e+00,9.111908e+00,697
6206,3.549223e-01,4.297927e+01,7.253886e-02,2.579016e+01,386
6207,1.118421e+00,6.230263e+00,3.618421e-02,5.103947e+01,304
6208,7.653509e-01,7.888158e+00,7.894737e-01,3.507456e+01,456
6209,1.597531e+00,2.042716e+01,2.691358e-01,1.887654e+01,405
6210,4.848485e-01,1.231987e+01,4.040404e-02,1.916498e+01,297
6211,1.013889e+00,4.954861e+00,6.597222e-02,4.476736e+01,288
6212,1.002519e+00,3.554156e+00,1.838791e-01,5.327456e+00,397
6213,5.251397e+00,3.362291e+01,8.659218e-01,1.461732e+01,358
6214,4.188889e+00,8.594444e+00,4.944444e-01,3.533889e+01,360
6215,9.560570e+00,6.169596e+01,5.201900e-01,5.789074e+01,421
6216,7.692308e-02,2.743491e+01,1.775148e-02,8.671598e+00,338
6217,3.979070e+00,7.108605e+01,1.069767e-01,1.398372e+01,430
6218,2.152411e+01,5.559119e+01,0.000000e+00,3.813417e+01,477
6219,1.857881e+00,8.445736e+00,5.167959e-02,5.317571e+01,774
6220,3.947059e+00,4.236471e+01,1.176471e-02,5.552941e+00,170
6221,1.833333e+00,8.311111e+00,1.525926e+00,2.773333e+01,270
6222,6.784884e+00,9.715116e+00,6.453488e-01,2.566860e+01,172
6223,4.402655e-01,3.871681e+00,2.035398e+00,6.270575e+01,452
6224,6.702355e-01,5.916488e+00,6.209850e-01,4.644111e+01,467
6225,7.769784e-01,2.705036e+00,3.597122e-02,2.804317e+01,139
6226,3.576744e+00,7.306977e+00,0.000000e+00,4.867442e+00,430
6227,6.709273e+00,9.764411e+00,0.000000e+00,7.055138e+00,399
6228,2.569194e+01,6.681468e+01,0.000000e+00,2.407220e+01,831
6229,1.530792e+00,7.237537e+00,2.932551e-01,5.009677e+01,341
6230,6.496196e+01,4.820652e+00,0.000000e+00,6.709239e+00,368
6231,6.441860e-01,4.634884e+00,6.976744e-02,5.007442e+01,430
6232,2.584450e+00,1.661662e+01,2.761394e-01,4.364611e+00,373
6233,2.537260e+01,5.835096e+01,0.000000e+00,2.246875e+01,416
6234,2.248691e+00,1.071728e+01,1.570681e-02,1.726702e+01,382
6235,2.008734e-01,1.458515e+00,4.585153e-01,1.619214e+01,229
6236,5.074681e+00,7.167577e+00,6.721311e-01,4.472495e+01,549
6237,3.554430e+00,3.108861e+00,1.012658e-02,3.776456e+01,395
6238,3.518519e+00,6.358025e+00,0.000000e+00,5.987654e+00,162
6239,1.466364e+01,4.050909e+01,5.939394e-01,2.420000e+01,330
6240,8.691358e-01,3.539259e+01,8.716049e-01,2.938272e+01,405
6241,1.266272e+00,3.575937e+00,1.000000e+00,4.651874e+01,507
6242,2.543444e+00,2.577725e+01,3.491311e-01,4.056872e+00,633
6243,1.065375e+00,6.767554e+00,7.239709e-01,4.641162e+01,413
6244,5.376263e+00,1.232323e+01,0.000000e+00,7.194444e+00,396
6245,1.914773e+01,4.923580e+01,1.988636e-02,8.701705e+00,352
6246,1.718354e+00,5.047468e+00,0.000000e+00,1.859494e+01,316
6247,6.342685e+00,1.274549e+01,2.270541e+00,4.016834e+01,499
6248,2.213068e+00,6.132102e+00,0.000000e+00,1.996165e+01,704
6249,2.435673e+00,5.915205e+00,2.923977e-03,3.434503e+01,342
6250,2.342155e+00,1.555577e+01,2.268431e-02,1.617958e+01,529
6251,2.855330e+00,4.359137e+01,2.411168e-01,2.593909e+00,394
6252,1.993426e+01,1.382353e+01,2.705882e+00,8.425606e+00,289
6253,1.148665e+01,4.204723e+01,3.572895e-01,3.970021e+01,487
6254,9.227898e+00,3.171316e+01,3.785855e+00,8.391749e+01,509
6255,6.813258e+01,6.234848e+00,3.787879e-03,8.640152e+00,264
6256,3.445378e-01,1.078992e+01,5.798319e-01,4.050420e+00,119
6257,1.308824e+01,2.179638e+01,1.651584e-01,4.895928e+00,442
6258,2.606204e+01,6.492336e+01,0.000000e+00,3.639781e+01,274
6259,7.779310e+00,1.000230e+01,2.793103e+00,3.010115e+01,435
6260,1.840491e-02,4.490798e+00,1.711656e+00,4.355828e-01,163
6261,8.084112e-01,6.144860e+00,3.271028e-02,5.425234e+01,214
6262,3.090780e+00,2.148369e+01,8.368794e-02,2.744681e+01,705
6263,5.713571e+01,1.134286e+01,0.000000e+00,1.468571e+01,140
6264,2.219553e+01,5.329609e+00,0.000000e+00,1.936313e+01,179
6265,1.260542e+01,8.593373e+00,0.000000e+00,5.057229e+00,332
6266,5.049342e+00,2.672368e+01,1.315789e-02,6.420395e+01,304
6267,1.507636e+01,1.757091e+01,0.000000e+00,3.069091e+00,275
6268,5.256345e+00,2.915482e+01,0.000000e+00,2.701269e+01,394
6269,6.477157e+00,5.228426e+00,3.086294e+00,1.857868e+01,197
6270,8.002513e+00,2.869095e+01,3.158291e+00,3.711307e+01,398
6271,1.940075e+00,2.597378e+01,1.123596e-02,1.388277e+02,267
6272,3.606494e+01,6.946753e+01,0.000000e+00,1.503030e+01,231
6273,7.097959e+00,1.691837e+01,2.179592e+00,6.351837e+01,245
6274,8.403361e-01,9.058824e+00,3.921569e-02,4.811485e+01,357
6275,1.348519e+00,8.430524e+00,7.517084e-02,5.918907e+01,439
6276,2.824561e+00,1.606433e+01,7.602339e-02,1.169591e+00,171
6277,1.546154e+01,6.336315e+01,1.073345e-02,2.320751e+01,559
6278,2.286869e+00,4.494545e+01,2.020202e-03,2.508485e+01,495
6279,3.029046e-01,7.651452e+00,9.958506e-02,2.743983e+01,241
6280,1.280702e+00,2.064035e+01,2.339181e-02,4.432749e+01,342
6281,5.218487e+00,2.714286e+00,1.400560e-02,1.296050e+02,357
6282,1.433511e+00,3.949468e+00,7.047872e-01,5.351064e+00,376
