id,NeuN,TMEM119,GFAP,OLIG2,area
71,1.329670e+00,4.582418e+00,0.000000e+00,3.936264e+01,364
72,2.736961e+00,4.281179e+00,0.000000e+00,3.560998e+01,441
73,6.291228e+00,1.353333e+01,0.000000e+00,3.107018e+00,570
74,2.359890e+00,6.634615e+00,0.000000e+00,1.318132e+01,364
75,8.023256e-01,1.511628e+00,0.000000e+00,6.313953e+00,86
76,2.833747e+00,5.861042e+00,9.925558e-03,4.162531e+01,403
77,7.164179e-01,1.201493e+01,0.000000e+00,5.388060e+00,67
78,5.259740e-01,8.019481e+00,5.129870e-01,4.477273e+00,308
79,1.107595e+00,6.468354e+00,6.329114e-03,4.168671e+01,316
80,2.623853e+00,4.146636e+01,0.000000e+00,3.073547e+01,654
81,1.734375e+00,1.368750e+01,0.000000e+00,5.179688e+01,448
82,6.112000e+00,6.568000e+00,2.666667e-02,8.773333e+00,375
83,3.327083e+00,8.114583e+00,3.708333e-01,4.683125e+01,480
84,6.391586e+00,1.352427e+01,0.000000e+00,9.148867e+00,309
85,9.717742e-01,1.204435e+01,0.000000e+00,2.367742e+01,248
86,3.052392e-01,5.466970e+00,3.189066e-02,4.466970e+00,439
87,1.365055e+00,6.408736e+00,0.000000e+00,1.490016e+01,641
88,1.570292e+00,5.511936e+00,2.122016e-02,3.042440e+01,377
89,1.056380e+00,2.545994e+00,0.000000e+00,1.819881e+01,337
90,8.346774e-01,7.754032e+00,1.612903e-02,4.546976e+01,496
91,1.689441e+00,2.476605e+01,9.937888e-02,4.842236e+01,483
92,1.583012e+00,2.567568e+00,7.722008e-03,3.270270e+01,259
93,1.436261e+00,6.501416e+00,2.067989e-01,2.007649e+01,353
94,7.863014e-01,2.101370e+00,2.739726e-03,2.355068e+01,365
95,1.716505e+00,1.183883e+01,2.485437e-01,3.827573e+01,515
96,1.391566e+00,1.264458e+01,1.204819e-02,5.158735e+01,332
97,1.392617e+00,4.671980e+01,7.718121e-02,4.331711e+01,596
98,7.989950e-01,5.381910e+00,1.206030e-01,2.627638e+01,199
99,1.744186e+00,1.093411e+01,0.000000e+00,3.196899e+01,516
100,1.656109e+00,5.390045e+01,0.000000e+00,3.294118e+00,221
101,5.654102e-01,1.359645e+01,3.547672e-02,5.685144e+00,451
102,2.299838e+00,1.207618e+01,1.458671e-02,5.419287e+01,617
103,2.069293e+00,1.095924e+01,2.730978e-01,6.932201e+01,736
104,1.575563e+00,5.495177e+00,2.443730e-01,3.090354e+01,311
105,4.777448e-01,5.308605e+00,3.768546e-01,5.005935e+00,337
106,3.221477e-01,1.234899e+01,0.000000e+00,2.108389e+01,298
107,9.771863e-01,4.874525e+00,0.000000e+00,3.196578e+01,263
108,3.242188e+00,4.617188e+00,0.000000e+00,6.328125e+00,128
109,2.362179e+00,1.698397e+01,3.205128e-03,3.051282e+01,312
110,3.955432e-01,1.489694e+01,0.000000e+00,9.128134e+00,359
111,2.828338e+00,1.300545e+01,8.174387e-02,4.572207e+01,367
112,2.066802e+00,3.552632e+00,2.226721e-02,6.448178e+01,494
113,4.527514e+00,1.801328e+01,1.518027e-02,8.187856e+00,527
114,8.224299e-01,2.140187e+00,1.168224e-02,5.549065e+00,428
115,1.263441e-01,8.083333e+00,1.368280e+00,5.865591e+00,372
116,5.666667e+00,3.597980e+01,1.767677e-02,8.517677e+00,396
117,6.062992e-01,1.103543e+01,3.937008e-03,7.433071e+00,254
118,8.551402e-01,4.320093e+00,1.542056e-01,4.069860e+01,428
119,5.462185e-01,3.378151e+00,1.470588e-01,1.283193e+01,238
120,1.541966e+00,3.827338e+00,1.678657e-02,5.607434e+01,417
121,2.643498e+00,7.020179e+00,2.645740e-01,4.826009e+01,446
122,2.372222e+00,9.358333e+00,1.111111e-02,4.902222e+01,360
123,1.975535e+00,5.773700e+00,0.000000e+00,1.063609e+01,327
124,6.754098e-01,7.475410e+00,0.000000e+00,2.022295e+01,305
125,6.961131e-01,5.442756e+01,0.000000e+00,1.751237e+01,283
126,1.536842e+00,1.648947e+01,0.000000e+00,3.577368e+01,380
127,2.666667e+00,5.294686e+00,4.830918e-03,4.228019e+01,207
128,1.428571e-02,7.333333e-01,1.761905e-01,1.339048e+01,210
129,2.280528e+00,6.630363e+00,7.095710e-02,4.985809e+01,606
130,8.395574e-01,1.258783e+01,2.489627e-02,4.095574e+01,723
131,3.873626e-01,2.730769e+00,1.424451e+01,2.077473e+01,364
132,1.865462e+00,5.508032e+00,3.012048e-02,4.024900e+01,498
133,1.411890e+00,4.641189e+00,4.161359e-01,4.009979e+01,471
134,1.102473e+00,1.469965e+01,0.000000e+00,3.174205e+01,283
135,7.041667e-01,1.733333e+00,4.166667e-03,2.239375e+01,480
136,3.754941e-02,3.567194e+00,1.289328e+01,4.109684e+01,506
137,6.811224e-01,4.579082e+00,1.028571e+01,3.780102e+01,392
138,1.558923e+00,5.074074e+00,3.367003e-03,1.553872e+01,297
139,5.883721e-01,4.881395e+00,3.720930e-02,2.908140e+01,430
140,7.891566e-01,2.144779e+01,1.485944e-01,3.972892e+01,498
141,1.250929e+00,4.535316e+00,1.410781e+00,2.739033e+01,538
142,2.239726e+00,4.440639e+00,0.000000e+00,1.081279e+01,438
143,1.485149e-01,8.980198e+00,0.000000e+00,1.941337e+01,404
144,4.807692e-01,3.391026e+00,1.346154e-01,2.322756e+01,312
145,9.917127e-01,3.273481e+00,1.657459e-02,3.008287e+00,362
146,4.501217e-01,9.406326e+00,0.000000e+00,1.723601e+01,411
147,7.723005e-01,1.487793e+01,6.338028e-02,2.992488e+01,426
148,3.884058e-01,1.837681e+00,6.744928e+00,1.162029e+01,345
149,3.721683e-01,3.886408e+01,5.372168e-01,5.271845e+00,309
150,2.907186e+00,1.282635e+01,0.000000e+00,1.421557e+01,334
151,2.851385e+00,8.818640e+00,0.000000e+00,1.867506e+01,397
152,2.297735e-01,3.116505e+00,3.482201e+00,3.548544e+01,309
153,4.536082e-01,2.216495e+00,1.930412e+00,1.456701e+01,388
154,3.966480e-01,6.301676e+00,7.972067e+00,2.683240e+01,179
155,9.047619e-01,2.841270e+00,5.291005e-03,1.106878e+01,189
156,1.674300e+00,6.511450e+00,6.712468e+00,1.429008e+01,393
157,1.687664e+00,1.892388e+00,1.667979e+01,2.954068e+01,381
158,4.007853e+00,2.950262e+00,1.308901e-02,2.625393e+01,382
159,9.765458e-01,6.824520e+01,8.528785e-02,4.275906e+01,469
160,2.083871e+00,9.580645e+00,2.141935e+01,1.309677e+00,155
161,4.559387e-01,2.174330e+00,1.899808e+01,4.051916e+01,522
162,3.502857e+00,3.220571e+01,3.080571e+01,3.697143e+00,175
163,6.593407e-01,6.688645e+00,7.219780e+00,4.798535e+00,273
164,1.997758e+00,3.204036e+00,8.071749e-02,5.984753e+01,446
165,1.415730e-01,2.532584e+00,1.783820e+01,5.663146e+01,445
166,7.729358e-01,2.912844e+00,0.000000e+00,2.352294e+01,436
167,7.339450e-02,1.577982e+00,2.394495e+00,2.000000e+00,109
168,5.039773e+00,8.829545e+00,2.272727e-02,4.774432e+01,176
169,0.000000e+00,4.471895e+01,0.000000e+00,2.906536e+01,153
170,2.255578e+00,1.936105e+01,2.839757e-02,5.310142e+01,493
171,3.123596e+00,6.617135e+01,3.089888e-02,8.525281e+00,356
172,4.000000e-01,2.232727e+00,9.694545e+00,1.869455e+01,275
173,9.945055e-01,3.634615e+00,1.059066e+01,4.980769e+00,364
174,1.239437e+00,7.569014e+00,5.633803e-03,1.083944e+01,355
175,1.347826e+00,2.702609e+00,1.286957e-01,5.622261e+01,575
176,7.547170e-02,3.415094e+00,7.924528e-01,4.226415e+00,159
177,1.344418e+00,9.296912e+00,1.662708e-02,2.598337e+01,421
178,2.686411e+00,3.006969e+00,7.195122e+00,3.101045e+00,287
179,3.074324e-01,2.019257e+01,0.000000e+00,1.377703e+01,296
180,1.565468e+00,3.266187e+00,4.028777e-02,6.396403e+01,695
181,2.691099e+00,1.202094e+01,2.617801e-02,7.882723e+01,191
182,9.929577e-01,2.647887e+00,7.042254e-03,2.440845e+01,284
183,2.208092e+00,1.608671e+01,1.059730e-01,5.238150e+01,519
184,1.376316e+00,2.394737e+00,3.052632e-01,4.338421e+01,380
185,3.442623e-01,3.229508e+00,1.532787e+01,1.491803e+01,61
186,8.745152e+00,7.385042e+00,6.384765e+01,1.024931e-01,361
187,9.154930e-01,5.045305e+01,2.347418e-03,3.563380e+00,426
188,7.403226e-01,6.420323e+01,1.258065e-01,1.018387e+01,620
189,1.826291e+00,8.705790e+00,0.000000e+00,1.044914e+01,639
190,5.848765e-01,7.952160e+00,3.236111e+00,6.633488e+01,648
191,1.891429e+00,2.736571e+01,7.280000e+00,2.342857e+00,175
192,1.115000e+00,1.052167e+01,5.500000e-02,5.487833e+01,600
193,1.351759e+00,8.291457e+00,1.399497e+01,1.889447e+00,199
194,2.552083e-01,5.197917e+00,1.886979e+01,5.427083e+00,192
195,4.988506e+00,7.168582e+00,2.239464e+01,7.892720e-01,261
196,8.855422e-01,2.433735e+00,0.000000e+00,7.346386e+00,332
197,9.239437e-01,1.855211e+01,9.354930e+00,6.921127e+00,355
198,2.612698e+00,3.965079e+00,1.464127e+01,9.174603e-01,315
199,1.036082e+00,3.097938e+00,3.853093e+00,4.657990e+01,388
200,1.196970e+00,9.595238e+00,2.467532e-01,5.193939e+01,462
201,3.994975e-01,1.510050e+00,7.221106e+00,4.507035e+01,398
202,2.087087e+00,1.507508e+01,4.348348e+00,1.901201e+01,333
203,5.934959e-01,3.287263e+00,1.238482e+00,4.371274e+00,369
204,4.046997e-01,3.305483e+00,9.937337e+00,5.431332e+01,383
205,1.200461e+00,1.303456e+01,1.979263e+01,4.532258e+00,434
206,1.611607e+00,1.322768e+01,1.339286e-02,3.526339e+01,224
207,1.789954e+00,4.867580e+00,8.812785e-01,2.174429e+01,438
208,1.558824e+00,5.638235e+00,1.107647e+01,2.286471e+01,340
209,8.770053e-01,3.224599e+00,2.460428e+01,1.936898e+01,187
210,5.606322e+00,1.875862e+01,1.425287e+00,6.778736e+00,348
211,2.928425e+00,6.683027e+00,0.000000e+00,1.089366e+01,489
212,6.065089e-01,1.197041e+01,6.423077e+00,7.976923e+01,338
213,3.453263e+00,2.455026e+00,9.008818e+00,3.724339e+01,567
214,5.522388e-01,5.402985e+00,9.692537e+00,9.522388e-01,335
215,3.229358e+00,1.064220e+01,4.186239e+01,3.302752e-01,109
216,5.890625e-01,4.011250e+01,3.390625e-01,6.684375e+00,640
217,9.044776e-01,7.420896e+00,8.567164e-01,5.600000e+00,335
218,5.054348e-01,3.326087e+00,1.610870e+01,3.640217e+01,368
219,1.159744e+00,1.818850e+01,7.261981e+00,2.644089e+01,313
220,7.824934e-01,4.885942e+00,4.206897e+00,3.608753e+01,377
221,8.121693e-01,2.126984e+00,1.187831e+01,2.242593e+01,378
222,9.853862e-01,2.200418e+00,2.564927e+01,9.164927e-01,479
223,1.292818e+00,3.595580e+01,1.104972e-02,3.143646e+01,362
224,1.629834e-01,3.317680e+00,1.662983e+00,4.208840e+01,362
225,3.703704e-02,1.028956e+01,1.885522e+00,1.955556e+01,297
226,1.267257e+00,6.670796e+00,4.198230e+00,3.561062e+01,565
227,5.481172e-01,1.815900e+00,0.000000e+00,1.515481e+01,239
228,2.706806e+00,6.277487e+00,7.277487e-01,1.414921e+01,382
229,3.701923e-01,5.562500e+00,6.918269e+00,3.346635e+01,208
230,1.345216e+00,3.784240e+00,1.384615e+01,3.778612e+00,533
231,8.117647e-01,2.450000e+00,2.941176e-03,4.782353e+01,340
232,4.545455e-01,7.430736e+00,1.855195e+01,5.913853e+01,462
233,1.581197e+00,6.149573e+01,1.068376e-02,6.329060e+00,468
234,1.054124e+00,2.654639e+00,1.330412e+01,4.832990e+01,388
235,9.292035e-02,1.783186e+00,0.000000e+00,3.407080e+00,226
236,3.520270e+00,7.925676e+00,2.263514e-01,5.347973e+00,296
237,2.094412e+00,1.207707e+01,3.886320e+00,2.314066e+00,519
238,1.045952e+00,7.105033e+00,5.002188e+00,4.586214e+01,457
239,4.639769e-01,1.031412e+01,0.000000e+00,7.340058e+00,347
240,1.287554e-01,3.605150e+00,2.081545e-01,5.879399e+01,466
241,7.258486e-01,4.859008e+00,4.558747e+00,4.756658e+01,383
242,1.077844e+00,2.377246e+00,1.277844e+01,3.079641e+01,334
243,1.104520e+00,2.248023e+01,8.485876e+00,2.427684e+01,354
244,8.081761e-01,1.748428e+00,0.000000e+00,6.210692e+00,318
245,2.803030e-01,1.974747e+00,0.000000e+00,1.404293e+01,396
246,8.394649e-01,1.816054e+00,7.772575e+00,6.266555e+01,299
247,2.130435e-01,4.926087e+00,4.539130e+00,1.125652e+01,230
248,2.089623e+00,5.981132e+00,1.415094e-02,5.160377e+00,212
249,1.250000e+00,9.642202e+00,8.715596e-01,6.740826e+00,436
250,6.286550e-01,1.039766e+01,2.923977e-03,4.619883e+00,342
251,1.948025e+00,5.066528e+00,6.403326e-01,4.516216e+01,481
252,2.957746e-01,2.935614e+00,4.024145e-03,2.530584e+01,497
253,6.875000e-01,3.979167e+00,2.607292e+01,1.852083e+01,96
254,4.459364e+00,2.521908e+01,5.441696e-01,3.349823e+00,283
255,6.926230e-01,3.102459e+00,3.840164e+00,5.151639e+01,244
256,1.244361e+00,2.945489e+00,9.248120e-01,1.868421e+00,532
257,9.827586e-01,2.872989e+01,3.850575e-01,4.908046e+00,174
258,7.285068e-01,2.083937e+01,7.330317e-01,4.672624e+01,442
259,6.033403e-01,5.114823e+00,1.670146e-02,3.294363e+00,479
260,8.374836e-01,1.935780e+00,9.454784e+00,1.347969e+01,763
261,6.680412e-01,1.701031e+00,2.253608e+00,3.986598e+01,485
262,4.435484e-01,2.052419e+00,8.258065e+00,1.254032e+01,248
263,1.768293e-01,1.390244e+00,2.237805e+00,4.657317e+01,328
264,3.282828e-01,1.559091e+01,0.000000e+00,4.984848e+00,198
265,8.205689e-01,2.733042e+00,2.866521e-01,1.810722e+01,457
266,1.243750e+00,3.521875e+00,6.468750e-01,2.591562e+01,320
267,1.203252e+00,2.963415e+00,9.349593e-02,4.548374e+01,246
268,7.685950e-01,2.014876e+01,6.735537e-01,6.735537e+00,242
269,1.662371e+00,5.072165e+00,2.904639e+00,4.311856e+01,388
270,8.762542e-01,3.632107e+00,0.000000e+00,3.408027e+00,299
271,4.211712e+01,2.540541e+00,1.117117e+01,1.468468e+00,111
272,1.166000e+00,1.357200e+01,1.340000e-01,4.492600e+01,500
273,8.169291e-01,3.968504e+00,7.354331e+00,3.527165e+01,508
274,1.172414e+00,3.854111e+00,0.000000e+00,8.427056e+00,377
275,1.415459e+00,3.763285e+00,4.830918e-03,2.658213e+01,414
276,8.962766e-01,5.928191e+00,2.047872e-01,1.486436e+01,376
277,3.789691e+00,6.657732e+00,7.216495e-02,3.557938e+01,485
278,5.213675e-01,3.117521e+00,7.094017e-01,2.911111e+01,468
279,5.041543e+00,6.703264e+00,2.973294e+01,9.643917e-01,337
280,2.666667e+00,1.212821e+01,1.923077e-01,6.681197e+01,234
281,1.556667e+00,2.515667e+01,2.383333e-01,6.740000e+00,600
282,1.406250e-01,5.843750e+00,3.218750e+00,3.392188e+01,64
283,9.131579e-01,3.189474e+00,8.684211e-02,5.712895e+01,380
284,2.915743e+00,3.551663e+01,5.891353e+00,7.794900e+01,451
285,4.601471e+01,2.132353e-01,0.000000e+00,3.823529e-01,136
286,1.919512e+00,1.359024e+01,1.804878e-01,2.847561e+01,410
287,1.463659e+00,4.992481e+00,9.122807e-01,3.307018e+01,399
288,1.507426e+00,1.995050e+01,7.673267e-02,7.482921e+01,404
289,6.691358e-01,1.131605e+01,1.765432e+00,4.969877e+01,405
290,2.065719e+00,4.698046e+00,1.850799e+00,3.723268e+01,563
291,1.630435e-01,5.804348e+00,6.578804e+00,5.769293e+01,368
292,3.432584e+00,8.983146e+00,2.864888e+01,2.227528e+00,356
293,1.856936e+00,1.360838e+01,5.924855e+00,3.799566e+01,692
294,8.389513e-01,5.803371e+00,4.176030e-01,2.722659e+01,534
295,3.151261e-01,6.848739e-01,3.457983e+00,1.513445e+01,238
296,2.979651e-01,8.037791e-01,2.616279e-02,2.708866e+01,688
297,2.241966e+00,2.325142e+00,5.671078e-02,4.730624e+01,529
298,2.629243e+00,5.310705e+00,3.571802e+00,8.777807e+01,383
299,9.221106e-01,2.035176e+00,0.000000e+00,2.236181e+01,398
300,8.936782e-01,2.002874e+00,2.873563e-03,1.042816e+01,348
301,7.860825e-01,3.210309e+01,3.711340e-01,8.110825e+00,388
302,1.854839e-01,4.088710e+00,5.185484e+00,2.600000e+01,124
303,3.341772e+00,2.061266e+01,4.764557e+00,1.653165e+00,395
304,4.574209e-01,7.987835e+00,1.271290e+01,1.849148e+00,411
305,2.190024e+00,1.140855e+01,9.501188e-03,2.628741e+01,421
306,1.398026e+00,4.875000e+00,1.881579e+00,1.929605e+01,304
307,3.115152e+00,2.405455e+01,3.212121e-01,3.315758e+01,495
308,8.509375e+00,2.429062e+01,1.000000e-01,6.517812e+01,320
309,2.140741e+00,4.118519e+00,1.125926e+00,1.040000e+01,135
310,1.082742e+00,5.721040e+00,1.534279e+00,7.475177e+00,423
311,4.167959e+00,1.226357e+01,7.622739e-01,4.953488e+01,387
312,2.458333e+00,9.264881e+00,2.708333e-01,2.103869e+01,336
313,2.290503e-01,6.770950e+00,2.290503e-01,1.737989e+01,179
314,8.514644e-01,7.598326e+00,2.989540e+00,4.104184e+01,478
315,3.413934e+00,9.963115e+00,1.996311e+01,1.717213e+00,244
316,1.809135e+00,5.778630e+01,6.655791e-01,5.280587e+00,613
317,3.082317e+00,9.182927e+00,3.750000e-01,8.027134e+01,328
318,2.115183e+00,6.643979e+00,2.074346e+01,1.727749e+00,382
319,3.729730e-01,1.092613e+01,4.147748e+00,2.405405e+00,555
320,1.694444e+00,3.395833e+00,1.057986e+01,7.534722e-01,288
321,1.778291e-01,9.840647e+00,3.367206e+00,1.563510e+01,433
322,1.454545e-01,1.090909e+00,0.000000e+00,2.681818e+00,110
323,2.316302e+00,7.085158e+00,2.676399e-02,4.893674e+01,411
324,1.820847e+00,2.231270e+00,0.000000e+00,7.625407e+00,307
325,1.979123e+00,8.864509e+01,1.878914e-02,8.484342e+00,479
326,7.317073e-01,1.525610e+01,3.756098e-01,4.733415e+01,410
327,1.926190e+00,8.916667e+00,2.119048e-01,1.820714e+01,420
328,3.383929e+00,1.572619e+01,4.773810e+00,1.242262e+01,336
329,4.166667e-01,5.705128e+00,9.615385e-02,3.262179e+01,156
330,9.852941e-01,4.661765e+00,6.470588e-02,5.532353e+00,340
331,2.037037e-01,2.719577e+00,1.941799e+00,1.777778e+00,378
332,6.416938e-01,1.393485e+01,1.749186e+00,5.167427e+01,307
333,3.027972e+00,9.136364e+00,2.027972e+00,1.660839e+00,286
334,1.222222e+00,1.047312e+01,7.096774e+00,3.710753e+01,279
335,2.120000e+00,1.358286e+01,6.000000e-02,6.332286e+01,350
336,8.984375e-01,2.140625e+00,7.296875e+00,3.557292e+01,384
337,1.694149e+00,4.281915e+00,1.968085e+00,5.476064e+01,376
338,2.865741e+00,5.143519e+00,1.077778e+01,1.111111e+00,216
339,1.967462e+00,5.767896e+00,0.000000e+00,4.293059e+01,461
340,1.816733e+00,3.592430e+01,3.984064e-03,1.681673e+01,251
341,5.000000e-01,3.922581e+00,2.903226e-02,5.106452e+01,310
342,2.806452e+00,4.625672e+01,7.258065e-02,6.766935e+01,744
343,5.942857e-01,2.885714e+00,1.257143e-01,1.645714e+01,175
344,3.569405e-01,4.249292e+00,2.011331e-01,4.521246e+00,353
345,4.233766e+01,3.106234e+01,9.558442e-01,1.249351e+01,385
346,1.273381e+00,3.158273e+00,5.604317e+00,9.712230e-01,139
347,0.000000e+00,3.623889e+01,0.000000e+00,5.333889e+01,180
348,1.768908e+00,1.055042e+01,2.478992e-01,7.651261e+00,238
349,1.088949e+00,4.083558e+00,7.547170e-02,1.938275e+01,371
350,3.152381e+00,1.018730e+01,6.666667e-02,6.688889e+00,315
351,2.105769e+00,9.907051e+00,9.615385e-03,6.355769e+00,312
352,9.500000e-01,2.164286e+00,0.000000e+00,2.546786e+01,280
353,2.578125e+00,1.734896e+01,0.000000e+00,3.221354e+01,384
354,5.582090e-01,2.290746e+01,5.074627e-02,1.357612e+01,335
355,1.333761e+00,2.736072e+01,7.086008e-01,4.465340e+01,779
356,5.438202e-01,5.089888e+00,1.613483e+00,3.509213e+01,445
357,1.984456e+00,8.997409e+00,3.567358e+00,6.559585e+00,386
358,3.239782e+00,2.539510e+00,8.174387e-03,7.840599e+01,367
359,1.870000e+00,2.990000e+00,0.000000e+00,2.141000e+01,100
360,1.098958e+00,3.000000e+00,5.510417e+00,3.167188e+01,384
361,6.233108e-01,2.818919e+01,1.172297e+00,2.221115e+01,592
362,3.404580e+00,1.744529e+01,1.449873e+01,4.058524e+00,393
363,1.806841e+00,5.008048e+00,3.756539e+00,4.200201e+01,497
364,6.958904e-01,4.501370e+00,9.358904e+00,2.444932e+01,365
365,2.467153e+00,3.795620e+00,0.000000e+00,1.503285e+01,274
366,5.596837e+01,7.532847e+00,4.379562e-02,7.306569e+00,411
367,2.278592e+00,4.043988e+00,5.865103e-03,4.348680e+01,341
368,6.666667e-01,8.218391e-01,0.000000e+00,3.839080e+00,174
369,1.011062e+00,4.216814e+00,1.617257e+00,4.101770e+01,452
370,6.346154e-01,3.177564e+01,2.455128e+00,5.516667e+01,312
371,3.865031e-01,2.251534e+00,4.388548e+00,2.612679e+01,489
372,1.746411e-01,7.289474e+00,2.165072e+00,1.944976e+00,418
373,1.204819e+00,4.318417e+00,5.163511e-03,4.823064e+01,581
374,1.526882e+00,8.212366e+01,0.000000e+00,4.123656e+00,186
375,1.878229e+00,6.804428e+00,0.000000e+00,5.584871e+01,271
376,3.034582e+00,5.285303e+00,1.700288e-01,3.262248e+01,347
377,7.838710e-01,1.121290e+01,1.736129e+01,1.832258e+00,310
378,1.188525e+00,8.948087e+00,1.751366e+00,4.701366e+01,366
379,2.636691e+00,2.205036e+00,3.597122e-03,6.456835e+00,278
380,4.460145e+00,4.974638e+00,2.173913e-02,6.086957e+00,276
381,2.687500e+00,5.897635e+01,1.182432e-02,2.958108e+01,592
382,9.953380e-01,1.469464e+01,9.324009e-03,4.899534e+01,429
383,3.032333e+00,1.542263e+01,4.879908e+00,1.660508e+00,433
384,1.683973e+00,9.097065e+00,6.772009e-03,3.316027e+00,443
385,1.269565e+00,1.838551e+01,5.020290e+00,8.214493e+00,345
386,1.204819e-01,7.807229e+00,0.000000e+00,2.272289e+01,83
